"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NER","Niger","2012","2012",19.19202,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IND","India","2000","2000",17.49648,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IND","India","2003","2003",12.92223,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IND","India","2004","2004",11.55219,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IND","India","2005","2005",11.53216,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IND","India","2006","2006",11.78109,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IND","India","2009","2009",10.82184,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IND","India","2010","2010",11.74278,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IND","India","2011","2011",13.67652,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","IND","India","2012","2012",14.06268,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KNA","Saint Kitts and Nevis","2000","2000",13.68505,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KNA","Saint Kitts and Nevis","2001","2001",14.20753,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KNA","Saint Kitts and Nevis","2002","2002",9.95556,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KNA","Saint Kitts and Nevis","2003","2003",11.86328,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KNA","Saint Kitts and Nevis","2004","2004",11.53994,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KNA","Saint Kitts and Nevis","2005","2005",11.05621,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KNA","Saint Kitts and Nevis","2006","2006",12.2831,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KNA","Saint Kitts and Nevis","2007","2007",12.75324,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2000","2000",19.77632,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2001","2001",20.84655,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2002","2002",20.97145,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2003","2003",22.44291,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2004","2004",22.20036,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2005","2005",22.18896,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2006","2006",20.74933,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2007","2007",20.24585,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2008","2008",18.80036,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2009","2009",18.47241,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2010","2010",19.42911,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MEX","Mexico","2011","2011",19.00752,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SEN","Senegal","2000","2000",17.61849,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SEN","Senegal","2001","2001",15.72974,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SEN","Senegal","2002","2002",16.72192,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SEN","Senegal","2003","2003",16.11751,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SEN","Senegal","2004","2004",16.96225,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SEN","Senegal","2005","2005",21.77104,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SEN","Senegal","2006","2006",17.95464,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SEN","Senegal","2008","2008",19.22612,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SEN","Senegal","2009","2009",20.88079,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SEN","Senegal","2010","2010",20.72314,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MCO","Monaco","2000","2000",6.3279,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MCO","Monaco","2004","2004",5.92595,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MCO","Monaco","2009","2009",6.59881,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MCO","Monaco","2010","2010",6.36322,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MCO","Monaco","2011","2011",8.07617,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MCO","Monaco","2012","2012",8.87595,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLB","Solomon Islands","2007","2007",22.16813,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLB","Solomon Islands","2008","2008",18.8434,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLB","Solomon Islands","2009","2009",16.78565,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLB","Solomon Islands","2010","2010",17.47849,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GHA","Ghana","2001","2001",15.59659,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GHA","Ghana","2004","2004",22.37925,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GHA","Ghana","2005","2005",23.42996,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GHA","Ghana","2006","2006",24.16198,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GHA","Ghana","2007","2007",24.11957,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GHA","Ghana","2008","2008",23.60645,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GHA","Ghana","2009","2009",22.67599,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GHA","Ghana","2010","2010",21.24422,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GHA","Ghana","2011","2011",30.76981,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GHA","Ghana","2012","2012",37.68692,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BTN","Bhutan","2000","2000",13.77201,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BTN","Bhutan","2001","2001",13.08501,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BTN","Bhutan","2004","2004",18.69831,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BTN","Bhutan","2005","2005",22.84906,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BTN","Bhutan","2008","2008",15.02172,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BTN","Bhutan","2009","2009",14.02075,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BTN","Bhutan","2010","2010",12.7593,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BTN","Bhutan","2011","2011",11.28502,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MAR","Morocco","2008","2008",17.47064,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MAR","Morocco","2009","2009",17.29529,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BDI","Burundi","2000","2000",13.43737,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BDI","Burundi","2001","2001",14.1125,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BDI","Burundi","2002","2002",15.23766,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BDI","Burundi","2004","2004",12.95883,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BDI","Burundi","2005","2005",13.87042,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BDI","Burundi","2008","2008",12.61554,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BDI","Burundi","2009","2009",16.30169,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BDI","Burundi","2010","2010",16.58808,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BDI","Burundi","2011","2011",14.97923,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BDI","Burundi","2012","2012",16.42836,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DEU","Germany","2006","2006",9.62531,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DEU","Germany","2007","2007",10.18212,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DEU","Germany","2008","2008",10.16083,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DEU","Germany","2009","2009",10.31754,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DEU","Germany","2010","2010",10.44703,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DEU","Germany","2011","2011",10.82095,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","DEU","Germany","2012","2012",11.2171,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2000","2000",9.93041,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2001","2001",9.63897,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2002","2002",9.85811,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2003","2003",9.94637,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2004","2004",9.93784,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2005","2005",10.29182,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2006","2006",10.15117,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2007","2007",10.04298,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2008","2008",10.32735,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2010","2010",9.45758,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2011","2011",9.70961,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","JPN","Japan","2012","2012",9.48014,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ATG","Antigua and Barbuda","2002","2002",8.85597,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ATG","Antigua and Barbuda","2009","2009",6.91662,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","RUS","Russian Federation","2000","2000",8.95183,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","RUS","Russian Federation","2001","2001",9.21335,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","RUS","Russian Federation","2002","2002",10.58385,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","RUS","Russian Federation","2003","2003",10.53169,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","RUS","Russian Federation","2004","2004",11.17592,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","RUS","Russian Federation","2005","2005",11.95056,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","RUS","Russian Federation","2006","2006",12.4258,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","RUS","Russian Federation","2008","2008",11.95923,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","RUS","Russian Federation","2012","2012",11.14676,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ALB","Albania","2000","2000",10.13703,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ALB","Albania","2001","2001",10.58193,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ALB","Albania","2002","2002",9.88692,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ALB","Albania","2003","2003",10.5736,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ALB","Albania","2004","2004",10.70316,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ALB","Albania","2005","2005",11.35797,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ALB","Albania","2006","2006",10.93295,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ALB","Albania","2007","2007",11.17719,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","TTO","Trinidad and Tobago","2000","2000",10.42718,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","TTO","Trinidad and Tobago","2001","2001",10.42365,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","TTO","Trinidad and Tobago","2002","2002",13.39844,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","TTO","Trinidad and Tobago","2003","2003",13.33585,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KEN","Kenya","2000","2000",23.06399,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KEN","Kenya","2001","2001",22.11042,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KEN","Kenya","2002","2002",25.62821,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KEN","Kenya","2003","2003",24.98009,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KEN","Kenya","2004","2004",26.66815,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KEN","Kenya","2005","2005",27.30884,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KEN","Kenya","2006","2006",24.95597,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","KEN","Kenya","2010","2010",20.55599,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2000","2000",11.35897,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2001","2001",12.81095,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2002","2002",14.36096,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2003","2003",14.41952,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2004","2004",12.78175,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2005","2005",13.73865,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2006","2006",13.92323,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2007","2007",14.03619,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2008","2008",13.55571,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2009","2009",15.05737,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2011","2011",13.48432,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","UKR","Ukraine","2012","2012",13.66552,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AUS","Australia","2000","2000",13.59023,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AUS","Australia","2005","2005",13.58513,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AUS","Australia","2006","2006",13.1782,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AUS","Australia","2007","2007",13.03027,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AUS","Australia","2008","2008",12.59972,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AUS","Australia","2009","2009",13.41502,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AUS","Australia","2010","2010",14.3276,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AUS","Australia","2011","2011",13.50202,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","AUS","Australia","2012","2012",13.18429,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2000","2000",16.40148,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2002","2002",17.40727,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2003","2003",17.60468,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2004","2004",16.97488,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2005","2005",16.12225,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2006","2006",16.15792,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2007","2007",16.64837,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2008","2008",17.47809,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2009","2009",17.1887,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2010","2010",17.51394,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2011","2011",17.5041,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","CHL","Chile","2012","2012",19.2781,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","ZWE","Zimbabwe","2010","2010",8.72091,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MLI","Mali","2000","2000",15.32381,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MLI","Mali","2001","2001",14.49319,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MLI","Mali","2002","2002",14.52521,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MLI","Mali","2003","2003",18.28376,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MLI","Mali","2004","2004",17.73635,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MLI","Mali","2005","2005",16.2803,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MLI","Mali","2008","2008",18.03169,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MLI","Mali","2009","2009",16.95944,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MLI","Mali","2010","2010",16.50394,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MLI","Mali","2011","2011",18.25828,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","MLI","Mali","2012","2012",22.40338,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2000","2000",12.06015,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2001","2001",12.29263,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2002","2002",13.56549,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2003","2003",13.61654,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2004","2004",12.95551,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2005","2005",13.18665,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2006","2006",13.22107,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2007","2007",13.01274,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2008","2008",12.96622,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2009","2009",12.60698,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2010","2010",12.96037,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",12.71642,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BWA","Botswana","2005","2005",25.82353,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BWA","Botswana","2007","2007",26.50779,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","BWA","Botswana","2009","2009",20.4774,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2000","2000",15.48646,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2001","2001",15.73486,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2002","2002",16.25644,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2003","2003",15.75515,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2004","2004",16.53605,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2005","2005",16.7517,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2006","2006",16.23354,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2007","2007",16.55713,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2008","2008",16.1489,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2009","2009",15.76085,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2010","2010",15.30602,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2011","2011",15.01093,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","NOR","Norway","2012","2012",17.45271,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2000","2000",11.9218,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2001","2001",8.20527,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2002","2002",8.80675,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2003","2003",8.1835,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2004","2004",4.77066,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2005","2005",5.25027,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2006","2006",5.36076,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2007","2007",7.2975,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2008","2008",18.41265,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2009","2009",13.29374,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2010","2010",17.61123,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2011","2011",15.11833,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GMB","Gambia","2012","2012",13.8003,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2000","2000",20.7313,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2001","2001",17.9708,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2002","2002",17.70319,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2003","2003",17.31936,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2004","2004",17.1488,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2005","2005",15.50661,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2007","2007",19.75022,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2008","2008",14.93093,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2009","2009",15.89641,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2010","2010",12.80193,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2011","2011",12.41147,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLE","Sierra Leone","2012","2012",14.12596,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SRB","Serbia","2007","2007",10.39359,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SRB","Serbia","2008","2008",10.83843,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SRB","Serbia","2009","2009",10.93675,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SRB","Serbia","2010","2010",10.51358,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SRB","Serbia","2011","2011",10.60352,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SRB","Serbia","2012","2012",9.59923,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLV","El Salvador","2000","2000",13.91002,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLV","El Salvador","2002","2002",15.89931,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLV","El Salvador","2003","2003",14.44008,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLV","El Salvador","2005","2005",14.65582,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLV","El Salvador","2006","2006",15.57183,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLV","El Salvador","2007","2007",16.94065,"+","National Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLV","El Salvador","2008","2008",19.44883,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLV","El Salvador","2009","2009",18.54698,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLV","El Salvador","2010","2010",16.16422,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","SLV","El Salvador","2011","2011",15.87258,,
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GUY","Guyana","2000","2000",17.65684,"‡","UIS Estimation"
"XGOVEXP_IMF","Expenditure on education as % of total government expenditure (%)","GUY","Guyana","2001","2001",16.55556,"‡","UIS Estimation"
