"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value"
"20001","Researchers (FTE) - Total ","ESP","Spain","2012","2012",126778
"20001","Researchers (FTE) - Total ","ESP","Spain","2013","2013",123225
"20001","Researchers (FTE) - Total ","SWE","Sweden","1997","1997",36878
"20001","Researchers (FTE) - Total ","SWE","Sweden","1999","1999",39921
"20001","Researchers (FTE) - Total ","SWE","Sweden","2001","2001",45995
"20001","Researchers (FTE) - Total ","SWE","Sweden","2003","2003",48186
"20001","Researchers (FTE) - Total ","SWE","Sweden","2004","2004",48784
"20001","Researchers (FTE) - Total ","SWE","Sweden","2005","2005",55090
"20001","Researchers (FTE) - Total ","SWE","Sweden","2006","2006",55729
"20001","Researchers (FTE) - Total ","SWE","Sweden","2007","2007",45812
"20001","Researchers (FTE) - Total ","SWE","Sweden","2008","2008",50220
"20001","Researchers (FTE) - Total ","SWE","Sweden","2009","2009",47160
"20001","Researchers (FTE) - Total ","SWE","Sweden","2010","2010",49312
"20001","Researchers (FTE) - Total ","SWE","Sweden","2011","2011",48589
"20001","Researchers (FTE) - Total ","SWE","Sweden","2012","2012",49280
"20001","Researchers (FTE) - Total ","SWE","Sweden","2013","2013",62294
"20001","Researchers (FTE) - Total ","CHE","Switzerland","1996","1996",22105
"20001","Researchers (FTE) - Total ","CHE","Switzerland","2000","2000",26105
"20001","Researchers (FTE) - Total ","CHE","Switzerland","2004","2004",25400
"20001","Researchers (FTE) - Total ","CHE","Switzerland","2008","2008",25142
"20001","Researchers (FTE) - Total ","CHE","Switzerland","2012","2012",35950
"20001","Researchers (FTE) - Total ","TUR","Turkey","1996","1996",18085
"20001","Researchers (FTE) - Total ","TUR","Turkey","1997","1997",18908
"20001","Researchers (FTE) - Total ","TUR","Turkey","1998","1998",18925
"20001","Researchers (FTE) - Total ","TUR","Turkey","1999","1999",20065
"20001","Researchers (FTE) - Total ","TUR","Turkey","2000","2000",23083
"20001","Researchers (FTE) - Total ","TUR","Turkey","2001","2001",22702
"20001","Researchers (FTE) - Total ","TUR","Turkey","2002","2002",23995
"20001","Researchers (FTE) - Total ","TUR","Turkey","2003","2003",32660
"20001","Researchers (FTE) - Total ","TUR","Turkey","2004","2004",33877
"20001","Researchers (FTE) - Total ","TUR","Turkey","2005","2005",39139
"20001","Researchers (FTE) - Total ","TUR","Turkey","2006","2006",42663
"20001","Researchers (FTE) - Total ","TUR","Turkey","2007","2007",49668
"20001","Researchers (FTE) - Total ","TUR","Turkey","2008","2008",52811
"20001","Researchers (FTE) - Total ","TUR","Turkey","2009","2009",57759
"20001","Researchers (FTE) - Total ","TUR","Turkey","2010","2010",64341
"20001","Researchers (FTE) - Total ","TUR","Turkey","2011","2011",72109
"20001","Researchers (FTE) - Total ","TUR","Turkey","2012","2012",82122
"20001","Researchers (FTE) - Total ","TUR","Turkey","2013","2013",89075
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","1996","1996",144735
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","1997","1997",145641
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","1998","1998",157662
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","1999","1999",167573
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2000","2000",170554
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2001","2001",182144
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2002","2002",198163
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2003","2003",216690
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2004","2004",228969
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2005","2005",248599
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2006","2006",254009
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2007","2007",252651
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2008","2008",251932
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2009","2009",256124
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2010","2010",256585
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",251358
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",256156
"20001","Researchers (FTE) - Total ","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",259347
"20001","Researchers (FTE) - Total ","USA","United States of America","1996","1996",841433
"20001","Researchers (FTE) - Total ","USA","United States of America","1997","1997",879789
"20001","Researchers (FTE) - Total ","USA","United States of America","1998","1998",936290
"20001","Researchers (FTE) - Total ","USA","United States of America","1999","1999",963702
"20001","Researchers (FTE) - Total ","USA","United States of America","2000","2000",983208
"20001","Researchers (FTE) - Total ","USA","United States of America","2001","2001",1013307
"20001","Researchers (FTE) - Total ","USA","United States of America","2002","2002",1047242
"20001","Researchers (FTE) - Total ","USA","United States of America","2003","2003",1126251
"20001","Researchers (FTE) - Total ","USA","United States of America","2004","2004",1105097
"20001","Researchers (FTE) - Total ","USA","United States of America","2005","2005",1101062
"20001","Researchers (FTE) - Total ","USA","United States of America","2006","2006",1130182
"20001","Researchers (FTE) - Total ","USA","United States of America","2007","2007",1133557
"20001","Researchers (FTE) - Total ","USA","United States of America","2008","2008",1191024
"20001","Researchers (FTE) - Total ","USA","United States of America","2009","2009",1250984
"20001","Researchers (FTE) - Total ","USA","United States of America","2010","2010",1198280
"20001","Researchers (FTE) - Total ","USA","United States of America","2011","2011",1252948
"20001","Researchers (FTE) - Total ","USA","United States of America","2012","2012",1265064
"20001","Researchers (FTE) - Total ","ALB","Albania","2008","2008",467
"20001","Researchers (FTE) - Total ","DZA","Algeria","2005","2005",5593
"20001","Researchers (FTE) - Total ","ASM","American Samoa","2002","2002",5
"20001","Researchers (FTE) - Total ","ASM","American Samoa","2003","2003",24
"20001","Researchers (FTE) - Total ","ASM","American Samoa","2004","2004",9
"20001","Researchers (FTE) - Total ","ASM","American Samoa","2005","2005",6
"20001","Researchers (FTE) - Total ","ARG","Argentina","1997","1997",24804
"20001","Researchers (FTE) - Total ","ARG","Argentina","1998","1998",25419
"20001","Researchers (FTE) - Total ","ARG","Argentina","1999","1999",26004
"20001","Researchers (FTE) - Total ","ARG","Argentina","2000","2000",26420
"20001","Researchers (FTE) - Total ","ARG","Argentina","2001","2001",25656
"20001","Researchers (FTE) - Total ","ARG","Argentina","2002","2002",26083
"20001","Researchers (FTE) - Total ","ARG","Argentina","2003","2003",27367
"20001","Researchers (FTE) - Total ","ARG","Argentina","2004","2004",29471
"20001","Researchers (FTE) - Total ","ARG","Argentina","2005","2005",31868
"20001","Researchers (FTE) - Total ","ARG","Argentina","2006","2006",35040
"20001","Researchers (FTE) - Total ","ARG","Argentina","2007","2007",38681
"20001","Researchers (FTE) - Total ","ARG","Argentina","2008","2008",41523
"20001","Researchers (FTE) - Total ","ARG","Argentina","2009","2009",43717
"20001","Researchers (FTE) - Total ","ARG","Argentina","2010","2010",47580
"20001","Researchers (FTE) - Total ","ARG","Argentina","2011","2011",50340
"20001","Researchers (FTE) - Total ","ARG","Argentina","2012","2012",51598
"20001","Researchers (FTE) - Total ","BOL","Bolivia (Plurinational State of)","1998","1998",590
"20001","Researchers (FTE) - Total ","BOL","Bolivia (Plurinational State of)","1999","1999",600
"20001","Researchers (FTE) - Total ","BOL","Bolivia (Plurinational State of)","2000","2000",600
"20001","Researchers (FTE) - Total ","BOL","Bolivia (Plurinational State of)","2001","2001",1050
"20001","Researchers (FTE) - Total ","BOL","Bolivia (Plurinational State of)","2002","2002",1040
"20001","Researchers (FTE) - Total ","BOL","Bolivia (Plurinational State of)","2009","2009",1422
"20001","Researchers (FTE) - Total ","BOL","Bolivia (Plurinational State of)","2010","2010",1646
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2003","2003",232
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2004","2004",239
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2005","2005",253
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2006","2006",671
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2007","2007",745
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2012","2012",577
"20001","Researchers (FTE) - Total ","BIH","Bosnia and Herzegovina","2013","2013",829
"20001","Researchers (FTE) - Total ","BRA","Brazil","2000","2000",73875
"20001","Researchers (FTE) - Total ","BRA","Brazil","2001","2001",77927
"20001","Researchers (FTE) - Total ","BRA","Brazil","2002","2002",82233
"20001","Researchers (FTE) - Total ","BRA","Brazil","2003","2003",90018
"20001","Researchers (FTE) - Total ","BRA","Brazil","2004","2004",100238
"20001","Researchers (FTE) - Total ","BRA","Brazil","2005","2005",109410
"20001","Researchers (FTE) - Total ","BRA","Brazil","2006","2006",112318
"20001","Researchers (FTE) - Total ","BRA","Brazil","2007","2007",116270
"20001","Researchers (FTE) - Total ","BRA","Brazil","2008","2008",120529
"20001","Researchers (FTE) - Total ","BRA","Brazil","2009","2009",129102
"20001","Researchers (FTE) - Total ","BRA","Brazil","2010","2010",138653
"20001","Researchers (FTE) - Total ","BRN","Brunei Darussalam","2002","2002",99
"20001","Researchers (FTE) - Total ","BRN","Brunei Darussalam","2003","2003",98
"20001","Researchers (FTE) - Total ","BRN","Brunei Darussalam","2004","2004",102
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","1996","1996",14751
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","1997","1997",11980
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","1998","1998",11972
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","1999","1999",10580
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2000","2000",9479
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2001","2001",9217
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2002","2002",9223
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2003","2003",9589
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2004","2004",9827
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2005","2005",10053
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2006","2006",10336
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2007","2007",11203
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2008","2008",11384
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2009","2009",11968
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2010","2010",10979
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2011","2011",11902
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2012","2012",11300
"20001","Researchers (FTE) - Total ","BGR","Bulgaria","2013","2013",12275
"20001","Researchers (FTE) - Total ","BFA","Burkina Faso","2010","2010",742
"20001","Researchers (FTE) - Total ","KHM","Cambodia","2002","2002",223,"+","National Estimation"
"20001","Researchers (FTE) - Total ","CPV","Cape Verde","2001","2001",45
"20001","Researchers (FTE) - Total ","CPV","Cape Verde","2002","2002",60
"20001","Researchers (FTE) - Total ","CPV","Cape Verde","2011","2011",25
"20001","Researchers (FTE) - Total ","CHL","Chile","2007","2007",5551
"20001","Researchers (FTE) - Total ","CHL","Chile","2008","2008",5959
"20001","Researchers (FTE) - Total ","CHL","Chile","2009","2009",4859
"20001","Researchers (FTE) - Total ","CHL","Chile","2010","2010",5440
"20001","Researchers (FTE) - Total ","CHL","Chile","2011","2011",6078
"20001","Researchers (FTE) - Total ","CHL","Chile","2012","2012",6798
"20001","Researchers (FTE) - Total ","CHN","China","1996","1996",548000
"20001","Researchers (FTE) - Total ","CHN","China","1997","1997",588700
"20001","Researchers (FTE) - Total ","CHN","China","1998","1998",485500
"20001","Researchers (FTE) - Total ","CHN","China","1999","1999",531100
"20001","Researchers (FTE) - Total ","CHN","China","2000","2000",695062
"20001","Researchers (FTE) - Total ","CHN","China","2001","2001",742726
"20001","Researchers (FTE) - Total ","CHN","China","2002","2002",810525
"20001","Researchers (FTE) - Total ","CHN","China","2003","2003",862108
"20001","Researchers (FTE) - Total ","CHN","China","2004","2004",926252
"20001","Researchers (FTE) - Total ","CHN","China","2005","2005",1118698
"20001","Researchers (FTE) - Total ","CHN","China","2006","2006",1223756
"20001","Researchers (FTE) - Total ","CHN","China","2007","2007",1423381
"20001","Researchers (FTE) - Total ","CHN","China","2008","2008",1592420
"20001","Researchers (FTE) - Total ","CHN","China","2009","2009",1152311
"20001","Researchers (FTE) - Total ","CHN","China","2010","2010",1210841
"20001","Researchers (FTE) - Total ","CHN","China","2011","2011",1318086
"20001","Researchers (FTE) - Total ","CHN","China","2012","2012",1404017
"20001","Researchers (FTE) - Total ","CHN","China","2013","2013",1484040
"20001","Researchers (FTE) - Total ","COL","Colombia","1996","1996",2668
"20001","Researchers (FTE) - Total ","COL","Colombia","1997","1997",2866
"20001","Researchers (FTE) - Total ","COL","Colombia","2000","2000",4011
"20001","Researchers (FTE) - Total ","COL","Colombia","2001","2001",4556
"20001","Researchers (FTE) - Total ","COL","Colombia","2002","2002",5273
"20001","Researchers (FTE) - Total ","COL","Colombia","2003","2003",5832
"20001","Researchers (FTE) - Total ","COL","Colombia","2004","2004",6614
"20001","Researchers (FTE) - Total ","COL","Colombia","2005","2005",7163
"20001","Researchers (FTE) - Total ","COL","Colombia","2006","2006",7727
"20001","Researchers (FTE) - Total ","COL","Colombia","2007","2007",8209
"20001","Researchers (FTE) - Total ","COL","Colombia","2008","2008",8182
"20001","Researchers (FTE) - Total ","COL","Colombia","2009","2009",7500
"20001","Researchers (FTE) - Total ","COL","Colombia","2010","2010",8490
"20001","Researchers (FTE) - Total ","COL","Colombia","2011","2011",7456
"20001","Researchers (FTE) - Total ","COL","Colombia","2012","2012",7702
"20001","Researchers (FTE) - Total ","COG","Congo","1996","1996",142
"20001","Researchers (FTE) - Total ","COG","Congo","1997","1997",143
"20001","Researchers (FTE) - Total ","COG","Congo","1998","1998",120
"20001","Researchers (FTE) - Total ","COG","Congo","1999","1999",110
"20001","Researchers (FTE) - Total ","COG","Congo","2000","2000",102
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2003","2003",548
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2004","2004",459
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2005","2005",527
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2008","2008",1165
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2009","2009",4479
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2010","2010",5603
"20001","Researchers (FTE) - Total ","CRI","Costa Rica","2011","2011",6107
"20001","Researchers (FTE) - Total ","CIV","Côte d'Ivoire","2005","2005",1269
"20001","Researchers (FTE) - Total ","HRV","Croatia","1998","1998",4736
"20001","Researchers (FTE) - Total ","HRV","Croatia","1999","1999",5523
"20001","Researchers (FTE) - Total ","HRV","Croatia","2000","2000",6772
"20001","Researchers (FTE) - Total ","HRV","Croatia","2001","2001",6656
"20001","Researchers (FTE) - Total ","HRV","Croatia","2002","2002",8572
"20001","Researchers (FTE) - Total ","HRV","Croatia","2003","2003",5861
"20001","Researchers (FTE) - Total ","HRV","Croatia","2004","2004",7140
"20001","Researchers (FTE) - Total ","HRV","Croatia","2005","2005",5727
"20001","Researchers (FTE) - Total ","HRV","Croatia","2006","2006",5778
"20001","Researchers (FTE) - Total ","HRV","Croatia","2007","2007",6129
"20001","Researchers (FTE) - Total ","HRV","Croatia","2008","2008",6697
"20001","Researchers (FTE) - Total ","HRV","Croatia","2009","2009",6931
"20001","Researchers (FTE) - Total ","HRV","Croatia","2010","2010",7104
"20001","Researchers (FTE) - Total ","HRV","Croatia","2011","2011",6847
"20001","Researchers (FTE) - Total ","HRV","Croatia","2012","2012",6688
"20001","Researchers (FTE) - Total ","HRV","Croatia","2013","2013",6529
"20001","Researchers (FTE) - Total ","CYP","Cyprus","1998","1998",236
"20001","Researchers (FTE) - Total ","CYP","Cyprus","1999","1999",278
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2000","2000",303
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2001","2001",333
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2002","2002",435
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2003","2003",490
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2004","2004",583
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2005","2005",682
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2006","2006",748
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2007","2007",799
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2008","2008",806
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2009","2009",873
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2010","2010",905
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2011","2011",915
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2012","2012",877
"20001","Researchers (FTE) - Total ","CYP","Cyprus","2013","2013",885
"20001","Researchers (FTE) - Total ","ECU","Ecuador","1996","1996",983
"20001","Researchers (FTE) - Total ","ECU","Ecuador","1997","1997",932
"20001","Researchers (FTE) - Total ","ECU","Ecuador","1998","1998",1014
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2001","2001",514
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2002","2002",550
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2003","2003",645
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2006","2006",985
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2007","2007",924
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2008","2008",1491
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2009","2009",1739
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2010","2010",2110
"20001","Researchers (FTE) - Total ","ECU","Ecuador","2011","2011",2736
"20001","Researchers (FTE) - Total ","EGY","Egypt","2007","2007",49363
"20001","Researchers (FTE) - Total ","EGY","Egypt","2008","2008",34929
"20001","Researchers (FTE) - Total ","EGY","Egypt","2009","2009",35158
"20001","Researchers (FTE) - Total ","EGY","Egypt","2010","2010",40752
"20001","Researchers (FTE) - Total ","EGY","Egypt","2011","2011",41568
"20001","Researchers (FTE) - Total ","EGY","Egypt","2012","2012",44693
"20001","Researchers (FTE) - Total ","EGY","Egypt","2013","2013",47652
"20001","Researchers (FTE) - Total ","EST","Estonia","1998","1998",2978
"20001","Researchers (FTE) - Total ","EST","Estonia","1999","1999",3002
"20001","Researchers (FTE) - Total ","EST","Estonia","2000","2000",2666
"20001","Researchers (FTE) - Total ","EST","Estonia","2001","2001",2681
"20001","Researchers (FTE) - Total ","EST","Estonia","2002","2002",3059
"20001","Researchers (FTE) - Total ","EST","Estonia","2003","2003",3017
"20001","Researchers (FTE) - Total ","EST","Estonia","2004","2004",3369
"20001","Researchers (FTE) - Total ","EST","Estonia","2005","2005",3331
"20001","Researchers (FTE) - Total ","EST","Estonia","2006","2006",3513
"20001","Researchers (FTE) - Total ","EST","Estonia","2007","2007",3690
"20001","Researchers (FTE) - Total ","EST","Estonia","2008","2008",3979
"20001","Researchers (FTE) - Total ","EST","Estonia","2009","2009",4314
"20001","Researchers (FTE) - Total ","EST","Estonia","2010","2010",4077
"20001","Researchers (FTE) - Total ","EST","Estonia","2011","2011",4511
"20001","Researchers (FTE) - Total ","EST","Estonia","2012","2012",4582
"20001","Researchers (FTE) - Total ","EST","Estonia","2013","2013",4407
"20001","Researchers (FTE) - Total ","ETH","Ethiopia","2005","2005",1608
"20001","Researchers (FTE) - Total ","ETH","Ethiopia","2007","2007",1615
"20001","Researchers (FTE) - Total ","ETH","Ethiopia","2010","2010",3701
"20001","Researchers (FTE) - Total ","ETH","Ethiopia","2013","2013",4267
"20001","Researchers (FTE) - Total ","FRO","Faeroe Islands","2003","2003",86
"20001","Researchers (FTE) - Total ","GHA","Ghana","2007","2007",392
"20001","Researchers (FTE) - Total ","GHA","Ghana","2010","2010",941
"20001","Researchers (FTE) - Total ","GRL","Greenland","2001","2001",30,"+","National Estimation"
"20001","Researchers (FTE) - Total ","GRL","Greenland","2002","2002",31,"+","National Estimation"
"20001","Researchers (FTE) - Total ","GRL","Greenland","2003","2003",37,"+","National Estimation"
"20001","Researchers (FTE) - Total ","GRL","Greenland","2004","2004",40
"20001","Researchers (FTE) - Total ","GUM","Guam","2003","2003",45
"20001","Researchers (FTE) - Total ","GUM","Guam","2004","2004",50
"20001","Researchers (FTE) - Total ","GUM","Guam","2005","2005",48
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2005","2005",388
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2006","2006",325
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2007","2007",467
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2008","2008",540
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2009","2009",554
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2010","2010",363
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2011","2011",370
"20001","Researchers (FTE) - Total ","GTM","Guatemala","2012","2012",411
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","1998","1998",6819
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","1999","1999",7922
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2000","2000",7728
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2001","2001",9149
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2002","2002",10639
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2003","2003",13497
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2004","2004",14594
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2005","2005",18024
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2006","2006",18326
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2007","2007",19553
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2008","2008",18450
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2009","2009",19283
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2010","2010",20582
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2011","2011",20381
"20001","Researchers (FTE) - Total ","HKG","China, Hong Kong Special Administrative Region","2012","2012",21236
"20001","Researchers (FTE) - Total ","IND","India","1996","1996",149326
"20001","Researchers (FTE) - Total ","IND","India","1998","1998",117528
"20001","Researchers (FTE) - Total ","IND","India","2000","2000",115936
"20001","Researchers (FTE) - Total ","IND","India","2005","2005",154827
"20001","Researchers (FTE) - Total ","IND","India","2010","2010",192819
"20001","Researchers (FTE) - Total ","IDN","Indonesia","2000","2000",44984
"20001","Researchers (FTE) - Total ","IDN","Indonesia","2001","2001",42722
"20001","Researchers (FTE) - Total ","IDN","Indonesia","2009","2009",21349,"+","National Estimation"
"20001","Researchers (FTE) - Total ","IRN","Iran (Islamic Republic of)","2006","2006",50546
"20001","Researchers (FTE) - Total ","IRN","Iran (Islamic Republic of)","2008","2008",54268
"20001","Researchers (FTE) - Total ","IRN","Iran (Islamic Republic of)","2009","2009",52256
"20001","Researchers (FTE) - Total ","IRN","Iran (Islamic Republic of)","2010","2010",54813
"20001","Researchers (FTE) - Total ","IRQ","Iraq","2007","2007",10537
"20001","Researchers (FTE) - Total ","IRQ","Iraq","2008","2008",11112
"20001","Researchers (FTE) - Total ","IRQ","Iraq","2009","2009",12048
"20001","Researchers (FTE) - Total ","IRQ","Iraq","2010","2010",12849
"20001","Researchers (FTE) - Total ","IRQ","Iraq","2011","2011",13559
"20001","Researchers (FTE) - Total ","JOR","Jordan","1998","1998",9090
"20001","Researchers (FTE) - Total ","KEN","Kenya","2007","2007",2105
"20001","Researchers (FTE) - Total ","KEN","Kenya","2010","2010",9305
"20001","Researchers (FTE) - Total ","KWT","Kuwait","1997","1997",333
"20001","Researchers (FTE) - Total ","KWT","Kuwait","1998","1998",330
"20001","Researchers (FTE) - Total ","KWT","Kuwait","1999","1999",326
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2000","2000",324
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2001","2001",336
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2002","2002",346
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2003","2003",358
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2004","2004",373
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2005","2005",384
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2006","2006",392
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2007","2007",472
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2008","2008",403
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2009","2009",402
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2010","2010",407
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2011","2011",411
"20001","Researchers (FTE) - Total ","KWT","Kuwait","2012","2012",439
"20001","Researchers (FTE) - Total ","LAO","Lao People's Democratic Republic","2002","2002",87
"20001","Researchers (FTE) - Total ","LVA","Latvia","1996","1996",2839
"20001","Researchers (FTE) - Total ","LVA","Latvia","1997","1997",2610
"20001","Researchers (FTE) - Total ","LVA","Latvia","1998","1998",2557
"20001","Researchers (FTE) - Total ","LVA","Latvia","1999","1999",2626
"20001","Researchers (FTE) - Total ","LVA","Latvia","2000","2000",3814
"20001","Researchers (FTE) - Total ","LVA","Latvia","2001","2001",3497
"20001","Researchers (FTE) - Total ","LVA","Latvia","2002","2002",3451
"20001","Researchers (FTE) - Total ","LVA","Latvia","2003","2003",3203
"20001","Researchers (FTE) - Total ","LVA","Latvia","2004","2004",3324
"20001","Researchers (FTE) - Total ","LVA","Latvia","2005","2005",3282
"20001","Researchers (FTE) - Total ","LVA","Latvia","2006","2006",3935
"20001","Researchers (FTE) - Total ","LVA","Latvia","2007","2007",4157
"20001","Researchers (FTE) - Total ","LVA","Latvia","2008","2008",4370
"20001","Researchers (FTE) - Total ","LVA","Latvia","2009","2009",3621
"20001","Researchers (FTE) - Total ","LVA","Latvia","2010","2010",3896
"20001","Researchers (FTE) - Total ","LVA","Latvia","2011","2011",3947
"20001","Researchers (FTE) - Total ","LVA","Latvia","2012","2012",3904
"20001","Researchers (FTE) - Total ","LVA","Latvia","2013","2013",3625
"20001","Researchers (FTE) - Total ","LSO","Lesotho","2002","2002",12
"20001","Researchers (FTE) - Total ","LSO","Lesotho","2003","2003",15
"20001","Researchers (FTE) - Total ","LSO","Lesotho","2004","2004",20
"20001","Researchers (FTE) - Total ","LSO","Lesotho","2009","2009",46
"20001","Researchers (FTE) - Total ","LSO","Lesotho","2011","2011",12
"20001","Researchers (FTE) - Total ","LTU","Lithuania","1996","1996",7532
"20001","Researchers (FTE) - Total ","LTU","Lithuania","1997","1997",7800
"20001","Researchers (FTE) - Total ","LTU","Lithuania","1998","1998",8436
"20001","Researchers (FTE) - Total ","LTU","Lithuania","1999","1999",8539
"20001","Researchers (FTE) - Total ","LTU","Lithuania","2000","2000",7777
"20001","Researchers (FTE) - Total ","LTU","Lithuania","2001","2001",8075
"20001","Researchers (FTE) - Total ","LTU","Lithuania","2002","2002",6326
